timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,month,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-07,43,532.3983050847457,0.37209302325581395,-0.09763508925966642,-4.198308838165656,,,0.8495090294435035,1.481194043247961,-1.0332375381530754
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-08,55,710.058910162003,0.4727272727272727,0.16578243910608137,9.118034150834475,,,1.2891666097409864,1.5634671896835846,-1.087314233825473
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-09,68,876.6,0.2647058823529412,-0.4174866974215326,-28.389095424664216,,,0.4777072737600845,1.442536882575018,-1.0870951862202909
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-10,51,689.9166666666666,0.4117647058823529,-0.06339876521044037,-3.2333370257324585,,,0.8975606984999825,1.3490526523682238,-1.0521147575155052
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-11,54,667.6502115655853,0.2962962962962963,-0.2915087228784563,-15.74147103543664,,,0.5602455566367609,1.2534110421774978,-0.9420012555335948
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-12,94,1157.308988764045,0.2553191489361702,-0.5205606615759958,-48.9327021881436,,,0.34840174251701705,1.0901552779794887,-1.0728061265664475
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-01,70,854.6239554317549,0.2714285714285714,-0.3162084383992496,-22.134590687947473,,,0.5966658599509471,1.7233921059622255,-1.0760596215927403
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-02,54,783.7152317880794,0.09259259259259259,-0.8094465708936179,-43.71011482825537,,,0.17766893394918523,1.8887598498808802,-1.084773756686934
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-03,53,670.4155844155844,0.32075471698113206,-0.24757942481145015,-13.121709515006858,,,0.632632365230396,1.329205140552928,-0.9921721362335175
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-04,73,928.7634252539913,0.3698630136986301,-0.174893558458358,-12.767229767460133,,,0.7140287304296614,1.1806636529736212,-0.9705467042988675
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-05,1,365.25,0.0,-1.2383488612218156,-1.2383488612218156,,,0.0,0.0,-1.2383488612218156
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-05,36,551.7062937062938,0.2222222222222222,-0.568952904912771,-20.482304576859754,,,0.3543035885104325,1.4048695879778628,-1.132902188595809
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-06,51,681.5030487804877,0.4117647058823529,0.004476106701711384,0.2282814417872806,,,1.0067638652396211,1.6180203714485866,-1.1250048786211013
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-07,37,468.70231213872836,0.35135135135135137,-0.14096261339993038,-5.215616695797424,,,0.7909994211616597,1.5184167690264612,-1.0397931122142257
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-08,53,684.238586156112,0.4528301886792453,0.10057122700533173,5.330275031282582,,,1.1690427491590336,1.5359328255092208,-1.087314233825473
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-09,65,837.9264705882352,0.27692307692307694,-0.38241381085176224,-24.856897705364545,,,0.5109082083454697,1.442536882575018,-1.081331097696061
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-10,49,662.8611111111111,0.40816326530612246,-0.0491809947652151,-2.4098687434955397,,,0.9208763635668874,1.4023566567619008,-1.0502414440942607
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-11,48,628.9506726457399,0.2916666666666667,-0.3097047282273964,-14.865826954915027,,,0.5395657621884266,1.2443364162388977,-0.9496040230076351
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-12,89,1130.6869565217391,0.2696629213483146,-0.47502416060219466,-42.27715029359533,,,0.38291079743700984,1.093060321550004,-1.0540092001660837
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-01,66,805.7883008356547,0.25757575757575757,-0.35212691682012304,-23.24037651012812,,,0.5578152386804158,1.7245700551976195,-1.0726136213977073
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-02,52,754.6887417218543,0.09615384615384616,-0.7980107602511235,-41.496559533058424,,,0.1853893351975292,1.8887598498808802,-1.0838374209034642
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-03,45,569.2207792207791,0.35555555555555557,-0.15670065503437103,-7.051529476546696,,,0.7461720151651489,1.2955757131484884,-0.9579565823076727
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-04,68,865.1494920174165,0.39705882352941174,-0.12614898988849865,-8.57813131241791,,,0.7780644134697959,1.1138264655994539,-0.942718192283004
1h,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-05,1,365.25,0.0,-1.2383488612218156,-1.2383488612218156,,,0.0,0.0,-1.2383488612218156
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-05,91,1380.114186851211,0.3626373626373626,-0.1827746481207246,-16.63249297898594,,,0.71555071020787,1.26788239705787,-1.0081484841706145
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-06,131,1624.251768033946,0.29770992366412213,-0.2799526355498538,-36.67379525703085,,,0.6331219833121932,1.6227699344600335,-1.0865415510975234
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-07,118,1384.7228915662652,0.3135593220338983,-0.31307432953802566,-36.94277088548703,,,0.5694446290499556,1.3205359605567142,-1.0592913756306845
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-08,129,1513.8072289156626,0.4806201550387597,0.1474798746506614,19.02490382993532,,,1.2645880017739468,1.4665932815410994,-1.073192233218102
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-09,134,1652.1012658227849,0.3283582089552239,-0.27000902090408435,-36.1812088011473,,,0.6288748719331031,1.3933950947367517,-1.0832288107729375
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-10,119,1473.3813559322034,0.44537815126050423,0.1417923515432991,16.873289833652596,,,1.251543997705701,1.5840032191725715,-1.0163466785226318
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-11,115,1419.8450704225352,0.33043478260869563,-0.1632658193630943,-18.775569226755845,,,0.720984036555146,1.2767507261662192,-0.8739233353385997
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-12,146,1729.508108108108,0.23972602739726026,-0.5659515836248906,-82.62893120923403,,,0.315764506379506,1.0894863754287358,-1.087936525668827
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-01,143,1680.3458445040212,0.32867132867132864,-0.2455571957558499,-35.114678993086535,,,0.6681482050717802,1.5042481280047726,-1.102232718846988
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-02,107,1552.9172185430464,0.24299065420560748,-0.4336442768792505,-46.399937626079804,,,0.48134429587856964,1.65623027791313,-1.104468208047175
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-03,100,1194.2779291553134,0.3,-0.3113156839589603,-31.13156839589603,,,0.5681777118863188,1.3653968144997684,-1.029906754726987
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-04,150,1870.4125177809387,0.42,-0.0829903629575944,-12.44855444363916,,,0.8628431088206537,1.2430613855133914,-1.0432347325400326
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-05,1,365.25,0.0,-1.2383488612218156,-1.2383488612218156,,,0.0,0.0,-1.2383488612218156
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-05,77,1167.78892733564,0.38961038961038963,-0.10417577538086495,-8.021534704326601,,,0.8379618287140566,1.3827482410649927,-1.053276211410136
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-06,110,1363.8755304101837,0.2818181818181818,-0.35122522024508657,-38.63477422695952,,,0.5439619543027582,1.4865657903332676,-1.0723837180669724
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-07,98,1150.0240963855422,0.2755102040816326,-0.42473384766852756,-41.6239170715157,,,0.44502875479029586,1.236222873655484,-1.0563652769044192
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-08,113,1419.1375358166188,0.45132743362831856,0.05588258650450436,6.314732275008993,,,1.0946629095955864,1.4318097670760126,-1.075928481384962
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-09,122,1504.1518987341774,0.319672131147541,-0.28951319595409275,-35.32060990639931,,,0.6061921283145304,1.3940857466468333,-1.0806018557304313
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-10,109,1349.5677966101696,0.44036697247706424,0.1310465145668975,14.284070087791827,,,1.2307821008613122,1.5870469848226048,-1.0146587735031674
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-11,100,1291.016200294551,0.31,-0.16236004088690115,-16.236004088690116,,,0.7217611330398691,1.3586048279333527,-0.8456920834003485
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2025-12,130,1539.972972972973,0.2692307692307692,-0.502846719040127,-65.37007347521651,,,0.3542355636334145,1.0245401095058886,-1.0655681821886591
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2026-01,118,1388.4402684563759,0.2966101694915254,-0.2878646870180063,-33.96803306812475,,,0.6259461937744432,1.6240720036316214,-1.0941030505449578
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2026-02,95,1378.7582781456954,0.22105263157894736,-0.5059445381532895,-48.064731124562506,,,0.4102450937297804,1.5921319433393901,-1.1013446207390498
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2026-03,80,1010.4899135446686,0.2875,-0.3209424201698329,-25.67539361358663,,,0.5555001658609957,1.3950888377642359,-1.0133760856520009
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2026-04,133,1658.4324324324325,0.44360902255639095,-0.02555048101588529,-3.3982139751127436,,,0.9542134257562376,1.2003449838854152,-1.0029536219507058
1h,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,8,4.0,5.0,2026-05,1,365.25,0.0,-1.2383488612218156,-1.2383488612218156,,,0.0,0.0,-1.2383488612218156
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-05,69,1046.4602076124568,0.43478260869565216,0.0019363204752600159,0.1336061127929411,,,1.003315143954839,1.347845303413668,-1.0333782817850539
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-06,91,1167.9443631039533,0.3626373626373626,-0.12504813392755174,-11.379380187407207,,,0.8156629784288274,1.5258184162673576,-1.0643342745556899
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-07,87,1020.9397590361446,0.3218390804597701,-0.29512349486155354,-25.675744052955157,,,0.5854865925188563,1.2952195121728227,-1.0498625490473592
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-08,105,1318.6676217765043,0.47619047619047616,0.16455216491042177,17.277977315594285,,,1.2946876278337391,1.5181895235257516,-1.0660272520126055
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-09,105,1294.5569620253166,0.3047619047619048,-0.3770365479251458,-39.58883753214031,,,0.5184852848786824,1.3321393057463504,-1.1262643193975825
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-10,96,1191.9773371104816,0.4166666666666667,0.0086250962140942,0.8280092365530431,,,1.014444490584284,1.4537885626233868,-1.0236345226496861
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-11,99,1222.3014084507042,0.2727272727272727,-0.2685693512705973,-26.588365775789132,,,0.5730352034575505,1.3216519917917788,-0.8649023549189883
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2025-12,120,1477.4157303370787,0.25833333333333336,-0.5368821062702802,-64.42585275243363,,,0.3360271264667317,1.0517741269413539,-1.0902342773889393
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-01,103,1254.025,0.3300970873786408,-0.1886482417451542,-19.430768899750884,,,0.7395630329282572,1.6228696379466454,-1.081280240433867
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-02,85,1233.6258278145694,0.18823529411764706,-0.5897382357930786,-50.127750042411684,,,0.33811431677741166,1.6004378084839799,-1.0976051446109474
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-03,85,1015.1362397820164,0.29411764705882354,-0.32089971631923975,-27.276475887135376,,,0.5431914421364928,1.2973792209874853,-0.9951826068637085
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-04,117,1488.566037735849,0.38461538461538464,-0.18927555754884032,-22.145240233214317,,,0.7043291459250409,1.17228990914865,-1.0402539742347718
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,8,4.0,5.0,2026-05,1,365.25,0.0,-1.2383488612218156,-1.2383488612218156,,,0.0,0.0,-1.2383488612218156
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-05,64,970.6297577854671,0.453125,0.04311176597438107,2.7591530223603886,,,1.073183469191267,1.3952073986523166,-1.0771960439587656
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-06,78,1001.095168374817,0.38461538461538464,-0.06077387685003812,-4.740362394302974,,,0.9055731357777517,1.5153684894968857,-1.0458628558168657
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-07,75,880.1204819277109,0.28,-0.4029480726098984,-30.22110544574238,,,0.4675838281435304,1.2638609492070307,-1.0511515810942598
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-08,99,1243.3151862464183,0.46464646464646464,0.12218255637097178,12.096073080726207,,,1.2142572524339217,1.4902589717442514,-1.0652045211228178
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-09,100,1232.9113924050635,0.31,-0.34833222168726513,-34.833222168726515,,,0.5432735625496853,1.3365782079977535,-1.1053209654587952
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-10,90,1117.4787535410765,0.4,-0.034219204013419276,-3.0797283612077346,,,0.9445094252000987,1.4561193873944624,-1.027778264952007
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-11,90,1177.5223880597014,0.25555555555555554,-0.3040514214879929,-27.364627933919362,,,0.5253638035131059,1.3169248839146863,-0.8605059740889126
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2025-12,108,1372.0695652173913,0.28703703703703703,-0.46086048281242026,-49.772932143741386,,,0.3963086702311028,1.0540231929314303,-1.0707487159041003
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-01,89,1085.0820584144644,0.29213483146067415,-0.2663852335376684,-23.70828578485249,,,0.6546840406265515,1.7287886769553142,-1.0897903394554072
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-02,81,1175.5728476821191,0.18518518518518517,-0.6017772600334552,-48.74395806270987,,,0.3268634028091048,1.5779477811042573,-1.0971693148374808
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-03,68,860.1558441558441,0.29411764705882354,-0.29297851575043987,-19.92253907102991,,,0.5715548851925023,1.3288545181104225,-0.9687422798591325
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-04,103,1310.4470246734397,0.3883495145631068,-0.15500490565931913,-15.96550528290987,,,0.7428990660680506,1.1533173744827416,-0.9856857184479291
1h,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,8,4.0,5.0,2026-05,1,365.25,0.0,-1.2383488612218156,-1.2383488612218156,,,0.0,0.0,-1.2383488612218156
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-05,58,888.8601398601398,0.25862068965517243,-0.4098844273291842,-23.773296785092683,,,0.47095028625527496,1.4108366548924207,-1.045019688569279
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-06,104,1289.4823196605373,0.3173076923076923,-0.23747997055486525,-24.697916937705987,,,0.6812048409253249,1.5992353957499812,-1.0911645774289487
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-07,79,947.3515731874145,0.3670886075949367,-0.12545340600453594,-9.91081907435834,,,0.8110168811888202,1.4666228001220327,-1.048857605557946
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-08,95,1143.914835164835,0.47368421052631576,0.13990573509131263,13.2910448336747,,,1.2533412835245283,1.4612010906980564,-1.0492600849547569
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-09,109,1343.873417721519,0.29357798165137616,-0.37039664854944226,-40.37323469188921,,,0.5078779119870848,1.3020571161946544,-1.0654423689625734
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-10,81,1014.3514285714285,0.4444444444444444,0.10162445155642405,8.231580576070348,,,1.1758801114991786,1.5287168254523202,-1.0400494475602928
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-11,82,1058.6332842415318,0.34146341463414637,-0.11214941984271662,-9.196252427102763,,,0.7878348696559202,1.2195905277849959,-0.8026812445385675
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2025-12,113,1338.591891891892,0.26548672566371684,-0.487748793270229,-55.11561363953588,,,0.3722070155940147,1.0892347517398624,-1.0577428456835152
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-01,97,1141.3449664429531,0.28865979381443296,-0.3638243507131368,-35.290962019174266,,,0.5358243977718795,1.4549418659004052,-1.101874409628777
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-02,73,1059.4668874172185,0.2191780821917808,-0.4667860204549753,-34.0753794932132,,,0.46119348839342533,1.822934439158166,-1.1095145705218221
1h,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,8,4.0,5.0,2026-03,70,880.3730272596844,0.3142857142857143,-0.2991154249647892,-20.938079747535244,,,0.5894195597542201,1.3662823449189587,-1.062422736161507
