timeframe,param_id,exit_model,friction_case,entry_mode,range_mult,ret_mult,vol_z_min,close_loc_long_min,close_loc_short_max,body_min,require_direction,stop_atr_mult,target_r,max_hold_bars,taker_fee_bps_per_side,slippage_bps_per_side,total_trades,trades_per_year,win_rate,ev_per_trade_r,total_ev_r,max_drawdown_r,max_losing_streak,profit_factor,average_win_r,average_loss_r,best_symbol_ev_share,best_symbol_total_ev_r,best_month_ev_share,best_month_total_ev_r
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_close,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,1680,1685.2387355170933,0.30238095238095236,-0.45767317207744485,-768.8909290901073,-787.6389365292993,29,0.5116457280148138,1.5857524325781125,-1.3433900723888978,,-118.65307410953261,,-80.72375511934278
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.5,2.5,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1773,1778.7322823381305,0.34517766497461927,-0.31160979194896754,-552.4841611255194,-556.1196512606141,22,0.6424650805263595,1.6221816073933126,-1.3309727001293943,,-21.631136367974815,,-35.8579890893944
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,2598,2604.387672251129,0.3371824480369515,-0.325570576250117,-845.8323570978039,-850.0193449559434,21,0.6235996221194346,1.5996905577703615,-1.3049717106298724,,-153.15097710956277,,4.566172164730383
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.5,2.5,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1992,1998.4403307487626,0.33835341365461846,-0.3334095937344738,-664.1519107190718,-669.213354317002,27,0.6210155104421248,1.6146877142449951,-1.329629309651137,,-21.101478585942516,,-66.44615433591808
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,1.5,1.5,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,3358,3366.2562753730917,0.3293627159023228,-0.33979396741520834,-1141.0281425802696,-1143.7948392744506,25,0.6041073458814256,1.574265226205647,-1.279824814726339,,-97.95241833241278,,9.313671189026499
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.5,2.5,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,2184,2191.0610855197274,0.33791208791208793,-0.34026347983296235,-743.1354399551898,-746.8958913601517,29,0.6149589322628618,1.6082393065874818,-1.3347275575496207,,-47.221727668258524,,-53.35341700853924
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,3093,3100.6047229687233,0.33042353701907534,-0.34399509684506174,-1063.976834541776,-1069.6674859429809,26,0.604975438528767,1.5943913149491513,-1.3005527563591543,,-70.19851964500485,,-121.4674155405076
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_open,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,4202,4211.6089640978735,0.32770109471680153,-0.34453430476909647,-1447.7331486397434,-1454.6470438191845,28,0.5980803968870595,1.564497801880223,-1.2750607510898444,,-124.38219233562903,,-21.058870143477925
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,1.5,1.5,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,5231,5242.962039789619,0.32861785509462815,-0.3447971898659458,-1803.6341001887627,-1806.143904705265,27,0.5967683609317953,1.552829416861139,-1.2736184133750172,,-101.67114663962491,,-144.31959402007425
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1978,1984.3950673800462,0.33114256825075833,-0.34719432466195455,-686.750374181346,-690.3858643164413,23,0.6074579926489503,1.6225112487163837,-1.3223697974985467,,-127.29490051138195,,-48.76011125212124
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,3.0,3.0,2.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1091,1094.5273096620983,0.3391384051329056,-0.34790521874628905,-379.5645936522013,-381.0931669083046,24,0.6126695323362467,1.6226639711906816,-1.3591543176043739,,-12.349661371620812,,-10.324751019340605
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.0,2.0,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,3425,3433.4210074904227,0.32963503649635034,-0.3503180894126439,-1199.8394562383055,-1209.4328205303975,28,0.6004386775032687,1.5970349310481893,-1.307879744508585,,-194.07007993832391,,-72.6428237061927
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,3587,3595.819314997999,0.32896570950655146,-0.3514040211835692,-1260.4862239854629,-1266.9373836259317,26,0.5980978319209845,1.5896736493542085,-1.3029917450035018,,-62.46769462019209,,-77.2092786045847
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.5,2.5,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,2369,2376.6592086063347,0.33178556352891514,-0.3551551514421239,-841.3625537663916,-848.5742414623865,32,0.6015379671068126,1.6159827871906,-1.3338755682237542,,-65.11262693262985,,-103.88488920884457
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_open,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,2226,2233.196875625876,0.3288409703504043,-0.356539170918482,-793.6561944645408,-797.2614090482058,28,0.59819390838968,1.6141608093039528,-1.322103016649956,,-42.43225219866522,,-17.47845752080863
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.65,model_b,base,next_open,3.0,3.0,2.0,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1171,1174.7859574833337,0.336464560204953,-0.3573401506461125,-418.4453164065978,-421.3998431255372,25,0.6029641979865633,1.6128884988555598,-1.3564007528387236,,-21.79294022575323,,-42.26600058052983
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,1.5,1.5,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,4380,4390.769054834467,0.3226027397260274,-0.3615008876115887,-1583.3738877387586,-1594.596103444514,30,0.5844266572016574,1.5758818438701963,-1.2841573755063518,,-247.56088002326143,,-23.93344389318706
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,2924,2931.1892046429184,0.3235294117647059,-0.36200562988215595,-1058.504461775424,-1062.6914496335644,24,0.5877328371751779,1.595154553277938,-1.2980387609587225,,-163.95773869760313,,-36.108268813636904
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,1.5,1.5,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,6624,6639.147495998171,0.3211050724637681,-0.36974741536724914,-2449.2068793926583,-2453.478035490006,30,0.574234458861106,1.553018830325661,-1.2791812166989858,,-374.6914044827297,,-170.3617445322243
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,1.5,1.5,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,5937,5950.576492110679,0.32036382011116726,-0.37028195003506587,-2198.363937358186,-2199.5184100327037,33,0.5724751595156261,1.547691408309696,-1.2743675330763884,,-322.9631912175391,,-248.5231167546537
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.65,model_b,base,next_open,3.0,3.0,1.5,0.8,0.2,0.65,True,1.2,2.0,12,4.0,5.0,1237,1240.999341935853,0.33468067906224735,-0.37042560208291303,-458.21646977656343,-461.17099649550266,29,0.5912085436861461,1.60069742000947,-1.3619747286275625,,-31.710934604413243,,-37.4281212382426
15m,range2.5_ret2.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,2.5,2.5,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,2449,2456.91785642757,0.3262556145365455,-0.37058265707811333,-907.5569271842995,-909.8611495749957,30,0.5858001802670275,1.6064480737608935,-1.3279448109813656,,-48.29770905352165,,-55.32803964529651
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_open,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,3492,3500.5857396077536,0.3207331042382589,-0.37081331367638615,-1294.8800913579405,-1299.114513744881,29,0.5783194024437558,1.5856074415815844,-1.2945870261084802,,-188.1556214501376,,-20.452576812114668
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_open,1.5,1.5,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,4741,4751.841527555454,0.3184982071292976,-0.3720154382327444,-1763.7251926614413,-1765.4513792900166,32,0.5715131799180215,1.5579113933675675,-1.273962054053379,,-253.5660509672662,,-122.17006595904597
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,1.5,1.5,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,5421,5433.3965241253145,0.3193137797454344,-0.3722812377090182,-2018.1365896205878,-2031.4945173491587,30,0.5733726469085598,1.5669017394599676,-1.2819630082996725,,-134.5246802984062,,-142.806279206211
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,1.5,1.5,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,3783,3792.3012179083994,0.31800158604282314,-0.3724724800726272,-1409.0633921147487,-1409.6934772672068,26,0.5722978076519121,1.567276098243372,-1.276936642752529,,-137.01327692338126,,-89.6529429208671
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.0,2.0,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,4047,4056.9503116244496,0.32122559920929084,-0.37571086242976837,-1520.5018602532725,-1530.5179890944746,35,0.5763042456109998,1.590894243272476,-1.3063940212986864,,-105.09899723207087,,-116.9076494672698
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.0,2.0,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,4634,4645.393561667333,0.32196806214933105,-0.3765803354959341,-1745.0732746881588,-1754.2677602397405,33,0.5750740105232317,1.5829066032751367,-1.3070559919715667,,-269.6259401023807,,-32.9285751135288
15m,range2.5_ret2.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,2.5,2.5,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,2742,2750.8651540728447,0.3223924142961342,-0.3791699008133745,-1039.6838680302728,-1047.964390110039,33,0.5784719653191948,1.6140050646389978,-1.32748350116854,,-71.8537931173537,,-80.68258791753122
15m,range2_ret2_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,2.0,2.0,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,4008,4017.854422780033,0.3186127744510978,-0.37950107154903895,-1521.0402947685482,-1530.6336590606388,34,0.5726444026710655,1.5960461525334202,-1.303255668822309,,-226.30119270703057,,-28.43702986088411
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,1.5,1.5,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,5133,5145.620447138201,0.3163841807909605,-0.37960765535314456,-1948.526094927691,-1956.6540595423514,35,0.5669604271627403,1.5708885083236357,-1.2823166236663652,,-286.6514251467369,,-136.38781030565877
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.5,2.5,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,2646,2654.5547766873624,0.3238851095993953,-0.38032257978062667,-1006.3335460995381,-1014.9711872583702,40,0.5784666143688016,1.6114151806978438,-1.334441786449184,,-88.36684559818436,,-146.64471534124766
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,2.5,2.5,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,2879,2888.3080884667106,0.32511288641889546,-0.38164536453386794,-1098.7570044930058,-1106.0936534588677,43,0.5774613086684031,1.6042875595776198,-1.3383274113523715,,-54.75355737840855,,-71.01692961097758
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_open,1.5,1.5,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,6345,6359.5094900525955,0.31599684791174154,-0.3837671301606956,-2435.0024408696136,-2439.329301102751,28,0.5617329396746187,1.5565966252133594,-1.2801794180696773,,-347.7952517058559,,-243.4311629017832
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,4095,4105.068328663731,0.31794871794871793,-0.38376891585134326,-1571.5337104112507,-1576.5286410374538,29,0.5666566312247614,1.5783399067336739,-1.298436186530073,,-235.68323867418877,,-145.5394267071652
15m,range3_ret3_vz2.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,3.0,3.0,2.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1211,1214.9152813939515,0.32452518579686207,-0.38472622852080546,-465.9034627386954,-467.43203599479847,26,0.5783334898898016,1.6259703442536242,-1.3507454865896937,,-35.371690646887245,,-40.43901616983562
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,1.5,1.5,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,7789,7806.811571003888,0.3159584028758506,-0.38688202030937807,-3013.424056189746,-3016.3398804451176,34,0.5577841717901384,1.5444737812180187,-1.2789741050614283,,-222.43653475705713,,-227.0554793299105
15m,range2.5_ret2.5_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_open,2.5,2.5,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,3064,3073.9062115533175,0.3198433420365535,-0.3898239942018025,-1194.420718234323,-1201.6021303788887,41,0.5686811132801604,1.6069471053573279,-1.3288046456259617,,-100.17677671018673,,-102.47108397518286
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,3.0,3.0,2.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,1505,1509.8658121369917,0.32558139534883723,-0.3899940721569386,-586.9410785961926,-592.4029231989931,27,0.5749541337806118,1.6203014840042977,-1.3604815820278804,,-108.58316418171766,,-33.875305314792435
15m,range3_ret3_vz2_cl0.8_cs0.2_body0.5,model_b,base,next_open,3.0,3.0,2.0,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1298,1302.196560899545,0.32280431432973805,-0.39154754751030635,-508.2287166683777,-511.1832433873167,28,0.5714013613871481,1.6170954722202513,-1.3490235717049635,,-41.272596061300895,,-10.555393891298955
15m,range2_ret2_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_open,2.0,2.0,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,4732,4743.634513122534,0.3153000845308538,-0.3918754274026129,-1854.3545224691643,-1862.9144222961,41,0.560394524575665,1.584363157683324,-1.3019210968310753,,-263.9231995318543,,-252.31226582962526
15m,range2.5_ret2.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,2.5,2.5,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,3342,3352.8050127321103,0.3180730101735488,-0.40012878169910165,-1337.2303884383978,-1342.060258893344,44,0.5599279367099114,1.6005944614782888,-1.3333314177226059,,-142.59426479561142,,-95.8871554503934
15m,range2_ret2_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,2.0,2.0,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,5458,5471.419520841672,0.3133015756687431,-0.4016383840711873,-2192.14230026054,-2198.1258750271777,36,0.5513709012218342,1.575538554800723,-1.3037121742181903,,-329.47517278209426,,-169.0458849282154
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.65,model_b,base,next_open,3.0,3.0,2.0,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,1610,1615.2052874023632,0.32111801242236027,-0.4055416835808613,-652.9221105651867,-659.8099086308232,29,0.5608860578818421,1.6131258511741255,-1.3603917434786914,,-75.32083804819555,,-71.707773444818
15m,range3_ret3_vz1.5_cl0.8_cs0.2_body0.5,model_b,base,next_open,3.0,3.0,1.5,0.8,0.2,0.5,True,1.2,2.0,12,4.0,5.0,1376,1380.4487425252496,0.31976744186046513,-0.4083495794575461,-561.8890213335834,-564.8435480525237,34,0.5569797510533896,1.605512532574841,-1.3550368970796083,,-45.64950654859739,,-50.52549804488347
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.65,model_b,base,next_open,3.0,3.0,1.5,0.7,0.3,0.65,True,1.2,2.0,12,4.0,5.0,1700,1705.496266201253,0.3211764705882353,-0.4121390738840966,-700.6364256029642,-709.0300535169324,30,0.5552426318191336,1.6019897092150883,-1.3650977528894301,,-49.139494720992815,,-21.325003191036863
15m,range3_ret3_vz2.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,3.0,3.0,2.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,1728,1733.5867929386854,0.3101851851851852,-0.42906067523798436,-741.416846811237,-745.048176104114,24,0.5397275500825133,1.622023965934646,-1.3513604803290329,,-122.25425481783306,,-22.54734889272244
15m,range3_ret3_vz2_cl0.7_cs0.3_body0.5,model_b,base,next_open,3.0,3.0,2.0,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,1849,1854.977997768304,0.30935640886965926,-0.4332317917699324,-801.045582982605,-806.1028657383181,26,0.53593219097189,1.6172963311768276,-1.351714239949687,,-65.39904180713928,,-64.56457743256321
15m,range3_ret3_vz1.5_cl0.7_cs0.3_body0.5,model_b,base,next_open,3.0,3.0,1.5,0.7,0.3,0.5,True,1.2,2.0,12,4.0,5.0,1954,1960.3174730336757,0.30808597748208805,-0.4432822043265308,-866.1734272540413,-870.981858087413,26,0.5277805243795631,1.6081176944693056,-1.356701390032961,,-116.81446992691745,,-65.70665435291176
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,1.5,1.5,1.5,0.8,0.2,0.65,True,1.2,2.0,12,8.0,10.0,5064,5075.580150926138,0.2792259083728278,-0.7757149623564511,-3928.2205693730684,-3926.7149559699146,42,0.31696000728896057,1.2891539727585213,-1.5756395306448268,,-383.2113626464124,,-248.84749656241019
15m,range1.5_ret1.5_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,1.5,1.5,1.5,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,5707,5720.050537388521,0.27825477483791833,-0.7790823264806699,-4446.222837225183,-4444.717223822032,47,0.31540011757459685,1.2899288544307161,-1.5767491765139985,,-725.5040247206455,,-456.03587253392095
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.65,model_b,stress,next_close,1.5,1.5,2.0,0.8,0.2,0.65,True,1.2,2.0,12,8.0,10.0,4087,4096.580184094677,0.27770981159774893,-0.7805775264241497,-3190.2203504954996,-3190.268818986093,38,0.31377180766636664,1.2851984202934572,-1.5748375872386768,,-222.264980178425,,-191.18318324965446
15m,range1.5_ret1.5_vz2_cl0.8_cs0.2_body0.5,model_b,stress,next_close,1.5,1.5,2.0,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,4578,4588.731118861128,0.2765399737876802,-0.7827339315436959,-3583.3559386070397,-3581.850325203885,53,0.31269042952740633,1.2877111059667112,-1.5741540455195941,,-587.2201758981298,,-29.48093188804225
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,1.5,1.5,2.5,0.8,0.2,0.65,True,1.2,2.0,12,8.0,10.0,3288,3295.7072780287003,0.2761557177615572,-0.7889322221813446,-2594.009146532261,-2592.5463173961793,34,0.3103908699663905,1.2858537923317437,-1.5804892394829768,,-166.46342190731795,,-17.45018599918612
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.0,2.0,2.0,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,3403,3410.976845234692,0.2785777255362915,-0.7915598245311761,-2693.6780828795922,-2693.774623753192,58,0.31491865937955216,1.3061516710076464,-1.6015926138471859,,-440.0006578369163,,-250.67343515062265
15m,range1.5_ret1.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,1.5,1.5,2.5,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,3686,3694.6402149676974,0.2742810634834509,-0.7926613835691694,-2921.7498598359584,-2920.2442464328074,42,0.3079414658251506,1.2859296807378608,-1.578252249368948,,-200.5594292089471,,-254.34023717244418
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.0,2.0,1.5,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,3980,3989.329369389972,0.28015075376884424,-0.7949554879133286,-3163.922841895048,-3162.417228491892,40,0.3150685530013867,1.3052958842313303,-1.6123308037741644,,-502.1771105087119,,-161.57069925222166
15m,range2_ret2_vz1.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.0,2.0,1.5,0.8,0.2,0.65,True,1.2,2.0,12,8.0,10.0,3509,3517.2253158767367,0.2809917355371901,-0.7969218521383413,-2796.3987791534396,-2794.893165750286,36,0.3152593867580526,1.305762307241853,-1.6186604891374978,,-283.16177818233183,,-238.23866087361546
15m,range2_ret2_vz2_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.0,2.0,2.0,0.8,0.2,0.65,True,1.2,2.0,12,8.0,10.0,3032,3039.1071979875364,0.2783641160949868,-0.7985762370787812,-2421.2831508228646,-2421.379691696463,52,0.31264004769405546,1.3048587925799346,-1.609956111407829,,-207.62724313937193,,-196.99308071232235
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.0,2.0,2.5,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,2865,2871.7157395231834,0.2753926701570681,-0.8015738059042222,-2296.5089539155965,-2295.094197162514,52,0.3093908450393096,1.3039659989672094,-1.601800639258538,,-371.2116531736594,,-227.2492403158024
15m,range2_ret2_vz2.5_cl0.8_cs0.2_body0.65,model_b,stress,next_close,2.0,2.0,2.5,0.8,0.2,0.65,True,1.2,2.0,12,8.0,10.0,2558,2563.9961122863187,0.27638780297107113,-0.8056424864635723,-2060.833480373818,-2059.418723620735,47,0.3090949626743556,1.3040584446347823,-1.6114547815940623,,-353.02497841618,,-186.78565050771908
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.5,model_b,stress,next_close,1.5,1.5,2.0,0.7,0.3,0.5,True,1.2,2.0,12,8.0,10.0,6071,6084.882917905328,0.2688189754570911,-0.8131788394825294,-4936.808734498436,-4936.669181495422,53,0.298562791844226,1.2875764683452242,-1.585522309267367,,-818.9591134194774,,-376.1810183427871
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,1.5,1.5,1.5,0.7,0.3,0.5,True,1.2,2.0,12,8.0,10.0,7404,7420.931168534187,0.2685035116153431,-0.814037800650815,-6027.135876018634,-6025.630262615447,63,0.2977262089849602,1.2853020759415366,-1.5846226741119662,,-992.3470932428853,,-344.0984011973754
15m,range1.5_ret1.5_vz1.5_cl0.7_cs0.3_body0.65,model_b,stress,next_close,1.5,1.5,1.5,0.7,0.3,0.65,True,1.2,2.0,12,8.0,10.0,6336,6350.488909215642,0.2673611111111111,-0.8165588447482925,-5173.716840325182,-5172.2112269220115,38,0.29654786869373634,1.2875067281123984,-1.5843932007211514,,-860.9430452511139,,-47.15882256238045
15m,range1.5_ret1.5_vz2_cl0.7_cs0.3_body0.65,model_b,stress,next_close,1.5,1.5,2.0,0.7,0.3,0.65,True,1.2,2.0,12,8.0,10.0,5221,5233.238351152021,0.2668071250718253,-0.8210291214539193,-4286.593043110913,-4288.163989258905,37,0.29482449715517733,1.2865524256992338,-1.587972981219944,,-421.8139694865652,,-231.79318170133678
15m,range2.5_ret2.5_vz2.5_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.5,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,1943,1949.0588470891146,0.27792074112197634,-0.8219299282439477,-1597.0098505779904,-1600.4627140057987,34,0.30844665222480755,1.3190711080206667,-1.6459787946608342,,-265.75240217543336,,-62.85043223537498
15m,range2.5_ret2.5_vz2_cl0.8_cs0.2_body0.5,model_b,stress,next_close,2.5,2.5,2.0,0.8,0.2,0.5,True,1.2,2.0,12,8.0,10.0,2184,2190.8103561722214,0.2783882783882784,-0.8220591663951593,-1795.377219407028,-1794.4852862526363,38,0.3097507680741703,1.3251303196677513,-1.6504165315767898,,-173.1969265657896,,-232.669273911912
15m,range1.5_ret1.5_vz2.5_cl0.7_cs0.3_body0.5,model_b,stress,next_close,1.5,1.5,2.5,0.7,0.3,0.5,True,1.2,2.0,12,8.0,10.0,4937,4948.572637356355,0.26655863884950376,-0.8228058527724542,-4062.1924951376063,-4060.6868817344616,46,0.2940252938331674,1.285583120355035,-1.5890692851490837,,-663.0644839383089,,-36.4026205281309
